"","OMXSBPI_Log_Returns","EG7_Log_Returns"
"1",-0.000481302362586721,-0.00527318535964276
"2",0.016765736688311,0.0260917352298845
"3",0.0220335205923164,0.0131580982747404
"4",0.0104693995543319,-0.00875282503980336
"5",-0.00603097664318887,-0.00366969957545372
"6",0.0051974798167646,0.0325525639124475
"7",-0.0197765369394929,0.0141345062355726
"8",0.00420125956924819,0.0139375032745349
"9",0.0147131544627298,0.018852390927498
"10",0.0020427190262378,-0.0240561949919709
"11",0.00454277400991354,0.00865808165267511
"12",0.0110352982137893,0.00344235166382306
"13",5.46364003520463e-05,0
"14",0.00161130829851506,0.00171670744255296
"15",-0.00581568058415459,-0.0103449074451508
"16",-0.0024182443338581,-0.019248230787187
"17",-0.00166602036117858,0.00176526533306246
"18",0.00490740593855735,-0.0231945581762349
"19",-0.00674184941968292,0.0284715911063972
"20",-0.0035957981500995,-0.00527703293016241
"21",0.012624998838697,-0.0195910161882289
"22",0.00142180354198879,-0.00722022702808058
"23",-0.0165299856998946,0.0338410932220865
"24",0.00176243484725949,-0.00350871191447538
"25",-0.00382016542349214,-0.00528640342436426
"26",0.00733574525310523,-0.0178257508551663
"27",-0.00159017735676936,-0.0144930022282939
"28",-0.00984588052943296,-0.0128560364407489
"29",-0.00557765476220167,0.0201288116409622
"30",0.00946922593142299,0.00722022702808052
"31",0.000501009015420999,0.0142859523171545
"32",0.00745786582577336,0.0331329367703496
"33",-0.0085994758709558,-0.0582688920728737
"34",0.0012667810039277,0.0357180521037607
"35",0.0184845049451448,-0.0123567602009
"36",-0.00138037044220882,0.043447380411201
"37",-0.00481196513038823,0.043268006280774
"38",-0.0200574605024419,-0.0381789601306583
"39",-0.00332843745303382,0.0217581942630698
"40",0.0169060480485505,-0.013333594387742
"41",-0.00557577764570541,0.0362478705873742
"42",-0.00187952886507887,0.00805804611267481
"43",-0.00765168272505123,-0.0646455078907783
"44",0.00737292423088511,-0.00687289418227864
"45",0.0205564522577017,-0.0549296366037484
"46",-0.000628376711979343,0.0532040420152547
"47",0.00497499790514219,-0.0262482830754802
"48",-0.00249122697527369,0.0193157960112986
"49",0,0.0103807036931612
"50",-0.000845417051906257,0.0254898633325215
"51",0.00802992604161268,0.0426995198402859
"52",-0.00162524004298623,0.0455695206319903
"53",-0.00295925523088286,0.0167558886160379
"54",0.00325737007918907,-0.0416405550118045
"55",-0.0148527102130737,-0.0600342456385004
"56",-0.00687266350377084,-0.0322882083995108
"57",-0.00859495578422866,0.00172559458849353
"58",-0.0107145192124298,-0.0226688137928995
"59",-8.47094371159859e-05,0
"60",0.000860885949756414,0.00176208303134327
"61",0.0101897190406199,-0.0231532470250959
"62",0.00511172853496671,-0.0311096219193446
"63",0.00970562038295607,0.0129272631555659
"64",-0.00672305690206373,-0.0203899248771036
"65",0.00436750756180225,0.00187087397024082
"66",-0.00864294026517276,-0.0226852556396746
"67",-0.0192277186254228,-0.0115385754874381
"68",0.00541664214405945,0.00962473410363242
"69",-0.00238648714543911,0.00191384138380568
"70",0.00311967386957912,0.00761913961099292
"71",0.0097337362236098,0.00756133545055066
"72",-0.00328545838708364,-0.00188498057748487
"73",-0.00632148888864454,-0.00188854044059118
"74",-0.00398194125924936,0.011278301596207
"75",0.00954698888826446,0.00559178775129694
"76",-0.00473391242752777,0.034706755865336
"77",-0.00413412080239148,0.0160287647146988
"78",0.00146933154449713,-0.00709220797234778
"79",0.00613660817271778,0.0228682054456347
"80",0.00852298931623092,0.00520380406447292
"81",-0.0082844164551305,0
"82",0.00750500684333155,-0.00346621567551283
"83",0.00019484602193805,0.00173464492494007
"84",-0.00105846911342188,0.0137696106164861
"85",-0.00525355036589618,-0.0172418439303862
"86",-0.00916167248422453,-0.0228682054456346
"87",-0.0104028550398826,-0.0417862599792973
"88",0.16983923406975,0
"89",-0.0023533684615699,-0.0111941713853172
"90",-0.16868662480247,0
"91",0.0065720508022911,0.00747668683231478
"92",0.00748851971362031,0.0202771994211873
"93",-0.00985008082209783,-0.040974088466403
"94",-0.000284913330773392,-0.00763356380494891
"95",-0.0114196478921469,-0.0173918199707944
"96",-0.000115314888079322,-0.100391264399734
"97",-0.0130557735223833,-0.0485746872095295
"98",-0.00497682826912312,0.0179377399612901
"99",-0.00587235911610347,-0.0362030817877836
"100",0.00827599807953547,0.00688867611907602
"101",0.00187209961627838,0.0381640400639531
"102",-0.00545045019827383,-0.0313225395637339
"103",0.000675618717132646,0.0135442093508256
"104",0.0126631883674018,0.0177783302129084
"105",0.00759648678990005,0.00439557629449075
"106",-0.00236231819705535,0
"107",0.00198816539655408,0.0109052130633658
"108",-0.000547076801961279,0
"109",0.00419619512517759,-0.00652882891778884
"110",0.00349290595359956,0.0364456121591541
"111",0.000471402757088705,-0.00845677175882388
"112",-0.0100198651313891,-0.0279888404003303
"113",-0.00429416335134878,0.00869572581116727
"114",0.00459712266061486,0.019293114589163
"115",-0.0064825027489056,-0.0106724839888349
"116",-0.00617410305298638,-0.00214818967164236
"117",0.0136080280011221,0.0191699584717223
"118",0.00293513783319369,-0.221036075073487
"119",-0.00522887161769922,0
"120",-0.0058226671385684,0.00629595287203122
"121",0.0119849918398281,0.178216243521737
"122",-0.0112734537774909,0.0365238786797193
"123",-0.00624693928682525,-0.0299808103798486
"124",-0.00445055994931621,-0.0535843187587958
"125",-0.0127728325491367,-0.0373874720823514
"126",-0.00174032156330085,-0.0388398189293991
"127",0.00476735669852711,0.0171782744195317
"128",0.00927615739366352,0.0216615445098675
"129",-0.00484116699035599,-0.0168071552589249
"130",-0.0114975341423317,-0.0339850945723474
"131",-0.00370727677090278,-0.0263973858699947
"132",0.00609177845043094,-0.00102934888603878
"133",0.00971758461483069,0.0153298680379725
"134",-0.00930083137092342,-0.00814673382694564
"135",0.0279219841896741,0.0247424631321352
"136",0.000650941348290679,-0.0381239884483889
"137",0.00645736680024622,0.00722773999126554
"138",-0.0126365081938865,-0.0271133059832333
"139",-0.0010335200066673,-0.0159831641005035
"140",-0.00965941975780299,0.0191494329168533
"141",-0.0152932759835718,-0.0116588321210248
"142",-0.00990459976428244,-0.0139562752672518
"143",-0.019600849867983,-0.026288359323885
"144",-0.00541306003555802,0.00663710569121004
"145",0.00539766595535203,0.00440044572916565
"146",-0.00277228492422225,-0.0121480593768032
"147",-0.000493670367712479,0.056170249860899
"148",-0.00571019404753909,0.00209860921804336
"149",0.00428959005512806,0.00313965249003434
"150",0.0112936135354589,0.019659280718091
"151",-0.00208009283364266,-0.0217512512250237
"152",0.0219879217952419,0.00417978593525075
"153",0.00746105053437461,-0.0094291533130467
"154",-0.00135382460375163,0.0392207255073465
"155",-0.00286231598309158,0.0367651436048629
"156",-0.000672065974605773,0.00486624986614887
"157",0.0134443308302397,0.0357606925566554
"158",-0.011205924817138,-0.0260988585579712
"159",0.00178714211744943,0.00479623169403541
"160",0.0307108179610086,-0.0193243155588685
"161",0.00718879318551008,-0.0665567157991627
"162",-0.0102669930948983,0.0338319802783738
"163",0.0123849739926846,-0.025524668294983
"164",0.00482032442160116,-0.00310708119880784
"165",-0.00577857240463742,-0.0135772931432303
"166",0.00783937621054834,0.00628924693032956
"167",0.00532406031196553,-0.0115608057167375
"168",0.00105861194177346,-0.00105760088209217
"169",-0.00128455754100204,-0.00105877446056499
"170",-0.00624878637582215,-0.0577817337165403
"171",0.0088445429327354,0.00447928933720624
"172",-0.00107134063496631,-0.00447928933720623
"173",0.00839877960707977,0.0287630632103489
"174",-0.000195844351078132,-0.027641344215289
"175",0.00937044963370306,0.0133632795295036
"176",0.0103126109713601,0.012094686253524
"177",-0.000809614815946819,0.0141076211523814
