"","OMXSBPI_Log_Returns","EG7_Log_Returns"
"178",0.00749441705909207,0.00430108048814385
"179",0.00992389959871918,-0.00537915134434415
"180",-0.00377091341265525,-0.0295588318673106
"181",-0.00408422728468713,0.00554019223925883
"182",0.0254126309166591,0.0229392954370946
"183",0.00859225414939033,0.0032344344069504
"184",-0.00519139857016973,0.0338656058417242
"185",0.00515201389002787,0.0297305902337605
"186",0.0015889287017187,-0.00811368384368449
"187",-0.0065031931016929,-0.0205768517668503
"188",0.00237454799320775,-0.00625645599197458
"189",0.00507299767981668,-0.015814862111001
"190",0.000602872686038213,-0.00106327754542561
"191",0.00289116415409051,0.00530511807029445
"192",-0.00286501550838722,0.0271415579792866
"193",-0.0173112694396927,-0.021864489265186
"194",0.00252940827818534,-0.00527706871410084
"195",-0.0107744946612597,-0.00317958436001494
"196",0.00884476257015716,0.00634914464505855
"197",-0.00494126527694556,-0.00422833474560869
"198",-0.00133967463793231,-0.00851063257010287
"199",-0.00423177659226447,-0.0118218306591669
"200",0.0105659729304938,-0.0032483889065021
"201",-0.00928782939411599,-0.122130970665621
"202",-0.005960563200285,0.00489004579548393
"203",-0.0118098118914291,0.00607905923244164
"204",0.0051873543480551,0.00724643633914912
"205",-0.00557068790924859,-0.00967377554883395
"206",0.0132881295528907,-0.00243293579542009
"207",0.00281976347583502,0.0133092498414488
"208",0.00648635927955749,0.00956950865007169
"209",0.00474068878840594,-0.00238382083289843
"210",0.00394901688721283,-0.0047846965224216
"211",-0.000159245935274868,-0.0391247176965973
"212",0.000610278778741844,-0.0214249621411445
"213",-0.000862483215782101,-0.027115935908633
"214",0.0036176203610144,-0.00788443443676088
"215",-0.000423379294906243,-0.0240331577368147
"216",-0.01026846686253,0.00807544532858899
"217",0.00785712445569713,0.0329627776922669
"218",0.000822089249511615,-0.0437445492309998
"219",0.00239612769159626,0.0424466744957845
"220",-0.00307233046397897,0.00259400129709737
"221",0.00695219449684976,-0.00259400129709727
"222",-0.00680624973232474,-0.191191994917033
"223",0.00402326902654677,0.0156009748545465
"224",0.0110205366868886,-0.0330478624857224
"225",0.00846819089813528,0.0127187680370769
"226",7.77112863058566e-05,-0.00475058095101945
"227",-0.00136087269312731,-0.0143887526614022
"228",0.00630917835359936,0.00642056557534467
"229",0.00315262354087045,0.0142973198457911
"230",0.00028264673164297,-0.00474307003021088
"231",0.00220667619370527,0.0644394054272028
"232",0.00084551456527884,0.0132844171744909
"233",0.0021871691847752,0.0243105149294035
"234",0.00726908397125933,0.0329306778130118
"235",-0.00363426914345267,0.0305155439259506
"236",-0.00501560339835261,0.00408998525152507
"237",0.00628783579630242,0.0202027073175195
"238",0.00498424200359684,0.0158733491562902
"239",0.00844047823720854,-0.00790517950711337
"240",-0.00282654618908748,-0.0474022388945839
"241",0.015578092663907,0.00277008487381561
"242",0.00274582545348129,-0.00972905519811915
"243",-0.000790769615137586,0.00972905519811916
"244",0.00299934553178197,-0.00972905519811915
"245",-0.010431527573007,-0.00841519692528458
"246",0.00557622827952985,0.00421645037893483
"247",-0.00128886799607429,-0.00421645037893491
"248",0.016626491772661,-0.00282087634164123
"249",-0.00357982236175697,0.011236073266926
"250",-0.00216881077507659,-0.00279720462106125
"251",0.00271095090402733,-0.0327431385719144
