"","SPX_Log_Returns","GFL_Log_Returns","IWGFF_Log_Returns","XPEL_Log_Returns","BRK_Log_Returns","SENEA_Log_Returns","FCFS_Log_Returns","DAKT_Log_Returns","CROX_Log_Returns","IDT_Log_Returns"
"1",-0.00157508309571464,0.0116350670602575,0.0434851119397387,0.0077030109618639,0.000595546434069534,0.00288208480793085,0.0118597055731488,0.00188146809970557,0.00552418875249761,0.00575161470589878
"2",0.0141368707578728,0.0169035772417695,0,0.0102298467398731,0.00980877823972358,-0.00365207521392389,0.0046624669833895,0.01121507082014,0.0107061423038031,0.0194295301874271
"3",0.00569899906776365,0.0259986300322394,0,0.00922362298637191,-0.000720865750967309,-0.00327904630345951,-0.00498107449668669,0.0293061265854995,0.0474876056817861,0.00590324153757495
"4",0.0143333279117555,0.00436465466662185,0.0767640162118381,0.0224727815995996,0.0120226328626755,0.00980498117206251,0.0131934268243432,0.0231946169804682,0.010974297018368,0.00293872141820358
"5",0.0036920225578619,0.00260997951937996,0.0339015516756814,-0.00324283892671171,0.00497516382016924,0.0017203674154169,0.00491603345271773,-0.0142098305726529,0.0174830684880638,0.0139861754585347
"6",-0.00581383975225333,-0.0110659252916749,0,-0.0365371752961382,-0.00400398025962392,-0.0229895764086493,-0.0222617894321782,-0.0180510316455684,-0.0129064408967591,0.00605801315827189
"7",-0.00249548169511135,-0.00882365354444061,-0.00956945101615067,-0.0109325441089031,0.00426180851407021,0.0011719142195129,-0.00706637651656926,-0.0371100096512313,-0.0274557949398189,-0.0387031971545538
"8",0.0035727732011533,0.00618482867835915,-0.0120920457650286,0.00139249659361788,0.00680688104188883,0.00331291342051356,0.0020394083527328,0.00565505748334506,-0.0140158827901954,-0.0141505176397537
"9",0.00099580683437495,0.00497853737663424,0,0.0432679950545563,0.000351878810023941,0.0173581405787936,0.0247814456128601,0.0689928714869514,0.0489230162373496,-0.0082203951249298
"10",-4.13533634078874e-05,0.0104623837466779,0.0264120995397771,-0.00474919258997814,0.00344877397627317,0.0168740380032816,0.00739936986929902,0.00524935588614375,0.00078117483175206,0.00700681345332633
"11",-0.00414345626659477,0.0103537394565005,0,0.0300410315522369,0.00270585441656027,0.000563894385772,-0.0035365288848849,0.00348432408261084,-0.0147883205816525,-0.00151908917951112
"12",0.0131755105775196,0.011097065011487,0.0224939193479678,0.0276213752253405,0.0110655575285956,-0.0243450973578536,0.00561105022604603,-0.0210904126576601,0.0357277909727652,-0.000608282398212611
"13",-0.00207151755428938,-0.0181960895709215,0,0.0111717820836337,0.00529956886643818,-0.034074140363616,-0.00467378452231625,0.00531445006349267,0.02655961138054,-0.0171834243924825
"14",0.00330070346194721,-0.00404397877166205,-0.0130598871146092,-0.0197749098641113,0.0125870510398238,0.00199001060697554,0.00684742942471849,0.024434025337282,0.0346854853046156,0.00432354742947827
"15",0.000854854811032336,-0.00289848542052725,-0.0141846349919563,0.0142046268127942,0.00259090235265927,-0.0174475299061097,-0.00539094110133712,-0.024434025337282,0.0333140685056035,0.00153967106128611
"16",-8.42653899829934e-05,0.00867054657684138,0,0.010557147348298,-0.00475517785300819,0.00645293628573379,0.0145506245693815,-0.014235115821872,0.00430373433102854,-0.00215617298763019
"17",-0.00597033531627386,0.00373401792754808,0,0.0222732028724934,0.00225691767474495,-0.00503779402995718,-0.00699090984230279,-0.00539084863487642,0.00937615308909607,0.00184842836393398
"18",0.000902781385836772,0.00114617986795063,0.0141846349919564,-0.00297741458944888,0.00157364841460334,-0.0320224614278141,-0.000619189223207669,-0.0181823190831904,0.00990071284005738,0.00030774462369632
"19",0.000851216649762855,0.0048564114880227,0.00468384931242644,0.0149326782936371,0.00528923114488238,0.000834049264718008,-0.00341243717681656,-0.00736651581676255,0.0264841467284867,-0.000615583983301268
"20",-0.0159371837574188,-0.0216053661883514,0,-0.0206415153287421,-0.00525837107654842,-0.00606254607017224,-0.00665137122122541,-0.057049688642777,-0.0391333942662661,-0.00308358600966898
"21",-0.0038485836071801,-0.0268572094481553,0,0.000681379031561811,-0.0118164633540064,-0.00315022837441073,-0.00617135430610499,-0.0419641990990321,0.0167176421938234,0.0189665833050857
"22",0.0193771935436059,0.007747487455338,0,-0.00546377514967605,0.0176268151898816,-0.00442709679231289,0.0746773849979082,-0.016461277054072,-0.172865787974349,0.0150379398619934
"23",0.00821933111769464,0.0746166351016102,0,0.000684548530873866,0.00708630902538893,0.00568833304591409,0.00320808544102741,-0.00207684394483923,-0.00524217503744244,-0.0086944539342002
"24",-0.000386180981073672,0.00932279070662943,-0.0188684843043828,-0.00948910366069907,0.00491871588458859,-0.00399954230653977,-0.0219810386939047,-0.00835077921741996,-0.0219914441056398,0.00360700535253486
"25",-0.0116539066659278,0.00408555711797629,0,-0.0370178777621184,-0.0131399174615741,-0.013591205176232,0.0103637672969776,0.00835077921741989,-0.00680104617148295,-0.0169445204241169
"26",-0.00702290802455006,-0.00381259570614273,0,0.0111223024189875,-0.00813458622840413,-0.00128371863247033,-0.00768852197571773,0.0103413537947328,-0.000249756544434611,0.0157435401005361
"27",-0.00724491338196277,-0.0324444143825422,0,-0.0209206519870241,-0.0100122132205932,0.0110710308027011,0.0079831401011148,0.00819676720417849,-0.0894586841363638,-0.0246325082521638
"28",0.0183061663087799,0.00281462857887635,0.022599831917241,0.0170846452123337,0.0120520964619576,0.00570042713256988,0.0283562370821447,0.0281708769666962,0.0412843808296721,0.017699648492298
"29",0.000452026439571923,0.0263501432254261,0.0419386892203302,0.00184878105383714,0.00695369076991868,0.00629590753631246,-0.0102623425867491,0.00987174847915409,0.0196347350953609,-0.0085056564537804
"30",-0.00458993887340337,0.0232694868254051,0,0.0737933070820823,-0.00390169610802264,-0.00146548755910281,0.000481800667874101,0.00392157365318186,0.00136954568407317,-0.00519951454337488
"31",0.00447394227954214,0.00613243784980032,-0.0180185055026784,0.00316254054050139,-0.00580375488726582,0.007722004513868,-0.00366828062822274,0.00390625496706499,-0.00385658441074524,0.0149142594176124
"32",-0.0016980650030729,0.00662346333223186,-0.090322638293286,-0.00197538744734558,-0.0010841349738029,0.0117806472206131,-0.0186446714025246,-0.00586511945239813,0.00291523825672326,-0.018908736912755
"33",-0.00158456157435621,-0.0042338161953971,0,-0.00807364581394533,-0.0004651000621323,-0.00164503433447457,0.00826939746058614,0.0590085531281101,-0.0120587246740363,0.00276711788984687
"34",0.00295379767285123,-0.00292134970812464,-0.0406147191541901,0.00305185661699145,0.003219745259183,-0.00930433683563206,0.0100473382746024,0.00919969689842342,0.0255798795718639,0.00184049030894698
"35",-0.0063981077277814,-0.00426447058782164,0,-0.0169688617392075,0.000679770760139544,0.00930433683563218,-9.71508363953202e-05,0.0127390257774297,-0.0426220661944023,-0.00892727735077849
"36",0.0118206888184247,-0.00187134595100857,-0.0156661167443995,0.0125872443056537,0.0111805535962753,0.0110521181169075,0.00242383163270934,0.0799035965931145,0.027987234910915,0.010458461433463
"37",0.0094007230254529,-0.0024112002710922,-0.010582109330537,-0.0139356533556999,0.00721298085721081,0.0022364753989171,-0.000677968140513266,-0.0168354144638627,-0.0112050387509065,0.00731701039722494
"38",-0.00144691406693542,-0.000805045049497785,0,-0.010308012134263,0.00190867277861779,0.00587218447672592,-0.0130695850578624,0,-0.056796498713348,0.0313975242787144
"39",0.000155022836344215,-0.0040351104302827,0.0267662266045197,0.0162276041297354,-0.00382099555677639,-0.000605856835717478,-0.0115528070731964,-0.0016992357529598,-0.0174915291164091,-0.0070901585555421
"40",-0.0112854688431582,-0.0105677743026074,0,-0.0306459107937012,-0.0184600485911625,0.0278902932745626,-0.0156144484392909,0.0101523714640181,-0.00909738513450453,-0.0164404202660307
"41",-0.00734551273927736,-0.0123338843336345,0,-0.0121062214916129,-0.00904693805872142,-0.0152433116256605,-0.0181192547094566,0.0232955626035221,-0.019503096879137,-0.0234802502709527
"42",0.00871945613249743,0.00302914573607249,-0.0702513385442584,-0.0148088598991889,-0.00369207577548609,-0.0100241414750941,-0.00690620396886843,0.00492207720542846,0.00220722707924965,-0.0512770273119056
"43",0.0129646808949717,0.00630379910394834,0.0165293019512105,0.00397060927241943,0.00494049662665724,0,0.00330438138521247,0.0510477650660239,0.0229328539903376,-0.0120897067174379
