"","EPSIL_Log_Returns","ATH_Log_Returns"
"1",-0.0216810660613241,0.00363508144953047
"2",0.0216810660613239,-0.00886922216996497
"3",0,-0.0101022059411735
"4",0.00267737777071639,0.0131376867471688
"5",0.00267022855587889,-0.00309191103003828
"6",-0.00267022855587892,-0.0126141420080205
"7",0.00267022855587889,-0.00286866238866558
"8",-0.00400802139753893,-0.00330090141564055
"9",0.0238106486937186,0.0253785424508848
"10",0.0129871955268111,-0.00110781582324632
"11",0.0216983624610789,0.00531752393451293
"12",0.0100503358535015,-0.00146649095060308
"13",-0.0189280098855188,0.00274268179924961
"14",0,-0.00848263427226
"15",0,0.00141877868379768
"16",0,-0.0120248155915414
"17",-0.00767267191166017,0.0030073930714341
"18",0,0.00179020670562222
"19",0.00639797447965964,-0.000884088933271165
"20",-0.00511510066677049,0.00422947063156083
"21",0.00383877630716567,0.000725472205030302
"22",0.00636539386707593,0.00286153403235163
"23",0.0126105075919295,-0.00136295318208665
"24",-0.00125391865959359,-0.0120875812640847
"25",0.0223334344506475,-0.00129591804010897
"26",-0.00986444497091385,0.00133861203093641
"27",0,-0.0142682965971787
"28",-0.0212907228088817,0.0061952672472819
"29",0.0138280016072921,0.00495870558730037
"30",-0.00626176122397622,0.00275848479732216
"31",0.00376175992189159,-0.00552459988591554
"32",-0.00376175992189157,0.00472706082119621
"33",0.00501254182354419,-0.00555050983000116
"34",0.00623054975063616,-0.00789648116089913
"35",0.00619197024792098,-0.00607614040465636
"36",-0.0124225199985571,-0.00671277980532874
"37",-0.0151136378100482,-0.00902842832386837
"38",-0.00126984144047593,-0.00308196262530226
"39",-0.00127145598819672,0.00733084880797312
"40",0.0176549352387207,-0.00591802740579862
"41",-0.00626961301359537,0.00677004770016713
"42",0.0137416278522964,-0.00656310017540776
"43",0,-0.00116833673215254
"44",-0.00622279543826907,-0.00856747909355578
"45",0.00870111145273596,0.00079817096284474
"46",0.00247218914538907,-0.00730421891051431
"47",0.00246596834930952,0.000848408908879408
"48",0.00123089353201653,0.0156299138916845
"49",0.00122938029557176,-0.000598645305763892
"50",0,-0.00351780555695619
"51",0,-0.0025181913537787
"52",-0.0111182124248189,-0.00253946167355091
"53",-0.00623054975063609,-0.00785268903076436
"54",-0.00626961301359537,-0.0143363492099041
"55",0,-0.000610095575140654
"56",-0.00884402479645277,-0.00729653609851454
"57",0.00253485560318812,0.00482183558026492
"58",0.0100756519887414,-0.0111429691436356
"59",0.00500001041670584,-0.00580894222619872
"60",-0.00249688019858727,0.00584760705242447
"61",0,-0.00178013111619309
"62",0,0.00592405524816223
"63",0.00995033085316809,0.00249964558291956
"64",0.0340664339817193,-0.00256125418349964
"65",0.0023896079792685,-0.00870949543835452
"66",-0.00358637563122747,0.00276957985577638
"67",0.00239234563861968,0.00354193459656168
"68",-0.00359066813072848,-0.00233410212162683
"69",0.0190029471256155,-0.0071676544600494
"70",0.0571583018327737,-0.00595635344725638
"71",0.011050058970074,-0.000321494245277775
"72",0.00547924481731984,-0.00138124820855083
"73",0.00544971493855628,0.000117794417466179
"74",0.00542006746933911,-0.00246085750978612
"75",0.0112701669710395,0.00392035667423968
"76",0.0181531947075421,0.00373320201129013
"77",0.0147061473896955,-0.00389787754205454
"78",-0.0052274034351518,-0.00308679795668658
"79",0.0062696130135954,-0.00513430338135708
"80",-0.0104712998672954,0.000529633814084115
"81",0,-0.00525339052723933
"82",-0.00105318598465859,0.00142105809366124
"83",-0.00528263246442722,-0.00141311360971502
"84",0.034360485897282,-0.0132272194867375
"85",-0.00204918104493557,0.00516294912393907
"86",-0.00514139950041876,0.00144853910973947
"87",-0.00206398422085148,-0.00887616628362707
"88",0.050363109833891,-0.00050844380975494
"89",-0.00788958727516293,-0.00282130961627095
"90",-0.00795232819049503,-0.024353675322391
"91",0.0178046246335067,-0.00205095914758527
"92",-0.00196270916784871,0.0123827037035484
"93",-0.00987174847915412,0.00752455152065862
"94",0.0118344576470028,0.00130285751327285
"95",0,0.00689311150287227
"96",0,-0.01432584305546
"97",-0.00196270916784871,0.000180345608253528
"98",0.00196270916784869,-0.0194587491836486
"99",-0.00392927813988944,-0.00282895090699435
"100",0.00196656897204085,-0.00564830792096121
"101",0.0460734076153219,-0.00641816533649381
"102",0.0313968540606721,-0.00118836435650729
"103",0,0.00664516144024408
"104",0.0251359732715422,0.00950548764303484
"105",0.0279738520424062,-0.0192896212449929
"106",-0.00865806274311454,0.0010303967938964
"107",0.00520382787502704,0.00312725982504687
"108",-0.00520382787502711,0.000246026461811114
"109",-0.00174064447778399,-0.00774058968426967
"110",-0.0175751448215076,0.00338802568542764
"111",0.010582109330537,-0.00349916291865213
"112",0.00175284882741439,0.0107570436541229
"113",0.00174978172378755,-0.00553839479549988
"114",0.00349040493976857,-0.0153669200639891
"115",0.0017406444777839,-0.0410433343831182
"116",-0.00873367996875455,0.0228101446511403
"117",0.0512932943875505,0.0149198516084002
"118",-0.00836824967051658,0.0138633547901361
"119",-0.00168208618298483,-0.00143676956871515
"120",-0.02385121582218,0.0197615128255163
"121",-0.171688632057628,0.014635159243553
"122",-0.0932651893165971,-0.0133354177510266
"123",-0.0819171224678868,0.00900136634188912
"124",0.117240883298295,0.0127576327608834
"125",0.00863936259070786,-0.00309604126800866
"126",0.010695289116748,0.00160259737202993
"127",0.010582109330537,-0.0146500041327703
"128",0.00210305019677867,0.000224967193233258
"129",-0.00949875215790779,0.0226278038156776
"130",-0.0203542109917732,0.0192630097214573
"131",-0.0076045993852193,0.00551343101014974
"132",-0.0377822716525048,-0.0198771585103714
"133",-0.0546965875192585,-0.00696203799437135
"134",0.0189579137446142,0.017499526305594
"135",0.00351494210744459,0.00297100884413476
"136",0.0104712998672954,0.00709937685327918
"137",0.0307716586667537,-0.00956525216705521
"138",0.0725033505000512,0.0206037459198942
"139",0.0114168339199056,0.00238431485505027
"140",-0.0156009404424798,-0.00722530021838259
"141",-0.0179803892098644,0.0250441638306608
"142",0.0137787023561645,0.00996960737630261
"143",0.00420168685369998,0.00338476722978491
"144",0.00418410652257409,0.00106250579195153
"145",-0.00838579337627407,-0.00157139039626251
"146",0,-0.0126223469931137
"147",-0.0191291699089953,-0.00296648096509629
"148",0.00854706057845835,-0.00168363209940799
"149",-0.00854706057845841,0.00519621861489447
"150",0.00854706057845835,-0.0117569245824761
"151",0,-0.0172098055501153
"152",0.00847462699097224,0.0157771740129905
"153",-0.00422833610952118,-0.00270735402691263
"154",0.0042283361095211,-0.000851951920158038
"155",-0.0127390257774298,0.00622826706514793
"156",0,0.0202617640570763
"157",0.00426439878645774,0.00302618103644893
"158",0,-0.00455796586493555
"159",0,0.00718891782285921
"160",0,-0.000856005536764864
"161",0.004246290881451,-0.00395622101307831
"162",0.00633581844908592,-0.00645764334948689
"163",0,0.0140147457781915
"164",0.0104712998672954,0.00842186227266244
"165",0,-0.00121378333137898
"166",0,0.00878531041524056
"167",0.0113931838294432,-0.000802920293825239
"168",-0.0020618564005588,0.00104069884880607
"169",-0.0093313274288843,-0.0063576985150008
"170",0.00726521099141243,0.00131510143738984
"171",0.00309757604413418,-0.000859103373086703
"172",-0.00516797015844245,-0.0048021368480179
"173",0.00103573287353212,-0.0118830033478948
"174",-0.0114524937317876,-0.00923783519256054
"175",-0.00524935588614379,0.0165973232646655
"176",0.00210305019677867,-0.00337016142104651
"177",-0.001050972245975,0.00186028275490659
"178",-0.00105207795080378,-0.00474070923005369
"179",0,-0.0202824934288137
"180",-0.0105821093305369,-0.00980857933868776
"181",0.00636269378782865,0.000860147842061241
"182",0.0373487393025876,0.012351110520173
"183",-0.0195378965563403,0.00345269082304458
"184",0.0154562582366917,-0.00544649369526256
"185",0.00408163831964868,-0.0109749753076723
"186",-0.00203873668984821,-0.00262347098434315
"187",-0.0102565001671892,-0.0222490406284103
"188",-0.00206398422085148,-0.00961146909433868
"189",0.00720538372127016,-0.00123936330419293
"190",-0.0196795579464459,0.027950429854477
"191",0.00208986491945924,-0.00448704016199721
"192",-0.0104932757158387,0.00746201481011546
"193",-0.0021119332031435,-0.00593510973930955
"194",-0.0159832917748113,0.00281036546025126
"195",-0.0239141830995883,0.00710114213828338
"196",-0.00995033085316809,-0.00666765996928651
"197",0,0.00430098044291363
"198",-0.00557104504945547,-0.00647816973227862
"199",0.00557104504945543,-0.00231649040809684
"200",0.0110498361865849,-0.00135442883223147
"201",-0.003302149395759,-0.00277795594228427
"202",-0.00110314407215721,-0.00602685200252051
"203",0.0153343640001065,-0.00469672574077849
"204",-0.0109290705321902,-0.0218394863875842
"205",0.0419641990990322,-0.0072602928821021
"206",-0.00105429635490605,0.00790876141100926
"207",-0.0106045532487971,0.00525429653976416
"208",0,0.00904417302179364
"209",-0.0193762789631388,-0.0124620572629142
"210",0.0032555644597662,-0.0152355917349421
"211",0.00647950431098618,-0.0088545682225216
"212",0.00107584733346333,0.0112385575895028
"213",0,-0.00330754637490523
"214",-0.00107584733346324,-0.0591346641964137
"215",0.00750673766375357,-0.00194476918548652
"216",-0.00106894718890504,0.0037270963878008
"217",0.0053333459753626,0.00183195400890999
"218",0.0210534091978323,-0.0130997537748887
"219",0.00623054975063616,0.000980217508532957
"220",0.00413223728491037,-0.000302873739598944
"221",0,0.00780969704471706
"222",0.0133130486497382,-0.00710610200141876
"223",0.00911398713770614,-0.0011580777206276
"224",0.00201409937170119,-0.00954716763843544
"225",0.0179466431908368,-0.0114671748590699
"226",0.0575974917833365,-0.00237864256182583
"227",-0.00749067172915763,-0.00775840297332552
"228",0.00187793482420011,-0.00219092419408047
"229",-0.0113208756244823,0.00999494822974599
"230",-0.0249772830861972,0.00037401422602279
"231",0.00775197680431792,-0.00538651020030011
"232",-0.00580834159574679,0.0135615366538454
"233",-0.0117188841132135,0.00533214300451536
"234",0.00587660848898519,-0.004292355208358
"235",0.025073637552116,0.00409437460980985
"236",0,0.00822806470488845
"237",0.0188684843043827,-0.0157442480631715
"238",-0.0150661983546443,-0.00625826393330836
"239",0.00567645800480534,-0.00288761360444778
"240",-0.0171269647928006,-0.017307458674614
"241",-0.0193804515496625,-0.0039837159036546
"242",0.0116732843047246,-0.000383347752526698
"243",-0.0136321487900578,-0.00101049803692013
"244",0.0441106984474731,-0.0128603685924548
"245",-0.00753299230754515,-0.00833167552964924
